            MU:         SIGMA:                <H>:              ERROR:
      1.2800000      0.4240000           0.6601886           0.0013781
      1.2800000      0.4400000           0.6095982           0.0027549
      1.2800000      0.4560000           0.5800460           0.0040149
      1.2800000      0.4720000           0.5509012           0.0029620
      1.2800000      0.4880000           0.5379442           0.0021699
      1.2800000      0.5040000           0.5332174           0.0027892
      1.2800000      0.5200000           0.5285513           0.0034153
      1.2800000      0.5360000           0.5415672           0.0053096
      1.2800000      0.5520000           0.5584911           0.0041573
      1.2800000      0.5680000           0.5783735           0.0062998
      1.2800000      0.5840000           0.6064872           0.0032082
      1.2800000      0.6000000           0.6295587           0.0048012
      1.2800000      0.6160000           0.6664520           0.0069693
      1.2800000      0.6320000           0.7032364           0.0052547
      1.2800000      0.6480000           0.7532175           0.0078425
      1.2800000      0.6640000           0.7996913           0.0080888
      1.2800000      0.6800000           0.8585644           0.0071106
      1.2800000      0.6960000           0.9242087           0.0065931
      1.2800000      0.7120000           0.9839400           0.0077744
      1.2800000      0.7280000           1.0455530           0.0107502
      1.2800000      0.7440000           1.1082282           0.0067998
      1.2800000      0.7600000           1.1882617           0.0112878
      1.2800000      0.7760000           1.2508211           0.0090578
      1.2800000      0.7920000           1.3099410           0.0051158
      1.2800000      0.8080000           1.3945614           0.0107726
      1.2800000      0.8240000           1.4900364           0.0173897
      1.2800000      0.8400000           1.5641276           0.0146885
      1.2800000      0.8560000           1.6466810           0.0139456
      1.2800000      0.8720000           1.7270316           0.0090749
      1.2800000      0.8880000           1.8479525           0.0149893
      1.2800000      0.9040000           1.9686610           0.0199172
      1.2800000      0.9200000           2.0198874           0.0127420
      1.2800000      0.9360000           2.1765056           0.0168140
      1.2800000      0.9520000           2.2635331           0.0164647
      1.2800000      0.9680000           2.3160928           0.0260025
      1.2800000      0.9840000           2.4204183           0.0151192
      1.2800000      1.0000000           2.5606625           0.0184094
      1.3000000      0.2000000           5.0370803           0.0234164
      1.3000000      0.2160000           4.1808629           0.0173236
      1.3000000      0.2320000           3.5051596           0.0173236
      1.3000000      0.2480000           2.9457242           0.0176422
      1.3000000      0.2640000           2.4857357           0.0167421
      1.3000000      0.2800000           2.1279859           0.0095433
      1.3000000      0.2960000           1.8119405           0.0055501
      1.3000000      0.3120000           1.5826429           0.0127687
      1.3000000      0.3280000           1.3722752           0.0084725
      1.3000000      0.3440000           1.2142047           0.0068889
      1.3000000      0.3600000           1.0625855           0.0065257
      1.3000000      0.3760000           0.9554699           0.0045302
      1.3000000      0.3920000           0.8636151           0.0033540
      1.3000000      0.4080000           0.7854910           0.0031963
      1.3000000      0.4240000           0.7307324           0.0034068
      1.3000000      0.4400000           0.6812515           0.0028620
      1.3000000      0.4560000           0.6606865           0.0021565
      1.3000000      0.4720000           0.6295021           0.0028538
      1.3000000      0.4880000           0.6210257           0.0037880
      1.3000000      0.5040000           0.6174567           0.0027852
      1.3000000      0.5200000           0.6212681           0.0043295
      1.3000000      0.5360000           0.6375800           0.0031469
      1.3000000      0.5520000           0.6503119           0.0044174
      1.3000000      0.5680000           0.6684442           0.0033410
      1.3000000      0.5840000           0.7112786           0.0049481
      1.3000000      0.6000000           0.7258592           0.0052304
      1.3000000      0.6160000           0.7759259           0.0047740
      1.3000000      0.6320000           0.8065700           0.0053009
      1.3000000      0.6480000           0.8564579           0.0064084
      1.3000000      0.6640000           0.9187126           0.0058291
      1.3000000      0.6800000           0.9756333           0.0061218
      1.3000000      0.6960000           1.0307218           0.0100154
      1.3000000      0.7120000           1.1003431           0.0062678
      1.3000000      0.7280000           1.1616958           0.0088625
      1.3000000      0.7440000           1.2324830           0.0108710
      1.3000000      0.7600000           1.3171410           0.0090583
      1.3000000      0.7760000           1.3870716           0.0130649
      1.3000000      0.7920000           1.4673370           0.0058295
      1.3000000      0.8080000           1.5623935           0.0169966
      1.3000000      0.8240000           1.6401554           0.0105386
