COST_FUNCTION:      MEAN_COST_FUNCTION:
   72.4462789              300.1728612
   72.4462789              300.5121315
   69.5006810              298.3865419
   72.7586140              303.1753856
   72.4462789              302.5487881
   69.5006810              296.4252676
   69.5006810              296.3797650
   69.5006810              294.8697479
   69.5006810              295.8507258
   69.5006810              299.0948588
   72.3675701              301.2145708
   69.3525260              299.3624854
   71.5887935              296.7558817
   69.3525260              295.9487738
   71.5887935              298.6457507
   72.3675701              304.3021792
   69.5006810              294.2861684
   69.3525260              296.3537123
   69.3525260              307.4767365
   69.5006810              299.4729671
   69.5006810              294.4267668
   69.5006810              297.0837936
   69.3525260              295.7892765
   71.5887935              300.4981887
   69.3525260              302.4091688
   69.5006810              296.7467473
   69.3525260              298.3531018
   69.5006810              300.0237566
   69.3525260              298.7990784
   69.3525260              292.3387812
   68.1782847              302.9214751
   69.3525260              302.8364988
   69.3525260              291.5708022
   69.3525260              298.0394898
   69.5006810              304.0225258
   69.3525260              299.9254932
   69.5006810              293.9187302
   68.1782847              304.6995894
   69.3525260              290.1486402
   69.3525260              296.9505676
   68.1782847              290.5105972
   68.1782847              300.1641157
   69.3167793              292.4280656
   68.1782847              302.3606697
   69.3525260              300.9662471
   68.3308604              295.9899633
   69.3525260              291.0825858
   68.3308604              294.4778843
   68.1782847              297.7565286
   69.3525260              298.2230944
   68.4826732              295.6930283
   67.7595856              292.2812407
   68.1425379              300.9432439
   68.3308604              294.8619128
   67.7595856              295.6967730
   69.3525260              299.6488382
   68.1782847              297.1090322
   68.1782847              298.0519001
   68.3308604              299.9615360
   68.1782847              301.1790992
   69.3525260              295.7739746
   68.1425379              294.6461447
   67.7595856              302.6813029
   67.7595856              294.0140056
   68.1782847              293.0468823
   67.7595856              292.9686378
   68.3015343              300.8009279
   68.1782847              293.1627012
   68.1782847              297.1589410
   67.7491506              306.3223120
   67.7491506              303.4162965
   69.3525260              295.8363416
   67.7595856              296.4842573
   67.7595856              293.7879630
   67.7595856              295.0101210
   68.0445996              294.6432937
   67.7595856              295.7816573
   68.1782847              302.4110981
   67.7491506              297.2775474
   68.0445996              299.6340539
   67.7491506              299.5426375
   67.7491506              295.8431564
   68.1425379              301.7387046
   67.7491506              298.0991954
   67.7491506              285.1459377
   67.7595856              291.8931364
   67.7491506              294.2537162
   67.7595856              289.7358861
   67.7595856              290.7735502
   67.7491506              295.2682485
   67.7595856              303.0425637
   67.7491506              306.8497655
   67.7491506              297.8085575
   68.1425379              290.7469791
   67.7302595              291.5590760
   67.7491506              298.9104385
   67.7491506              300.8781489
   67.7491506              286.5463311
   67.7491506              300.8120212
   67.7302595              298.5813269
   67.7491506              297.6880504
   67.7491506              299.7844496
   67.7491506              304.0450670
   67.7491506              297.2323028
   67.7491506              295.0109578
   66.1551259              295.9324189
   67.7302595              302.7110853
   67.7491506              294.7970791
   67.7491506              296.8374720
   67.7491506              321.7297940
   67.7302595              291.8237487
   67.7491506              291.7491815
   67.7491506              292.7154424
   67.7491506              295.8235138
   66.1551259              297.4729438
   67.7491506              311.3127056
   67.7302595              296.1305470
   66.9623249              294.1905895
   67.7491506              289.9652338
   67.7491506              289.0173013
   67.7302595              298.0156194
   67.7302595              295.2932593
   66.9623249              287.9522711
   67.7491506              286.6135055
   67.7491506              295.6400372
   67.7302595              288.3457104
   67.7302595              284.4562729
   67.7302595              304.1939701
   67.7302595              302.3287922
   67.7491506              295.0365338
   67.7302595              302.3588488
   67.7302595              292.9609564
   67.7302595              296.2190797
   67.7302595              292.3794799
   67.7302595              294.1169395
   67.7302595              299.5974190
   67.7302595              299.5975080
   67.7302595              297.3894660
   67.7302595              296.6396137
   67.7302595              295.0123969
   67.7302595              299.5775697
   67.7302595              294.7159073
   67.7302595              299.7581550
   67.7302595              295.4146674
   67.7302595              295.8279834
   67.7302595              297.1461031
   67.7302595              295.9465208
   67.7302595              300.3055039
   67.7302595              298.5566793
   67.7302595              293.2700454
   67.7302595              294.0162467
   67.7302595              305.0744297
   67.7302595              296.9748793
   67.7302595              292.3474191
   67.7302595              296.0228276
   67.7302595              303.2798092
   67.7302595              307.8149276
   67.7302595              299.0810990
   67.7302595              292.6225440
   67.7302595              305.1540874
   67.7302595              297.7097728
   67.7302595              286.9712571
